240 	 952 	 1.038738 	 0.375651
243 	 952 	 1.061151 	 0.376362
247 	 952 	 1.068412 	 0.378585
249 	 952 	 1.048390 	 0.380727
254 	 952 	 1.029027 	 0.383041
260 	 952 	 1.066760 	 0.386718
263 	 952 	 1.059119 	 0.385377
265 	 952 	 1.064317 	 0.396842
267 	 952 	 1.069008 	 0.386152
271 	 952 	 1.064492 	 0.388168
276 	 952 	 1.147856 	 0.388936
280 	 952 	 1.080097 	 0.392521
283 	 952 	 1.050633 	 0.392809
290 	 952 	 1.080189 	 0.398055
301 	 952 	 1.100290 	 0.399855
307 	 952 	 1.117049 	 0.402840
318 	 952 	 1.126733 	 0.406934
321 	 952 	 1.111066 	 0.407826
325 	 952 	 1.087007 	 0.411253
340 	 952 	 1.101411 	 0.424376
350 	 952 	 1.161233 	 0.421208
358 	 952 	 1.168745 	 0.424831
364 	 952 	 1.146745 	 0.438550
370 	 952 	 1.122769 	 0.429964
380 	 952 	 1.128966 	 0.445173
389 	 952 	 1.180017 	 0.438850
396 	 952 	 1.185783 	 0.442534
397 	 952 	 1.185125 	 0.442206
409 	 952 	 1.188860 	 0.446066
419 	 952 	 1.195416 	 0.451139
427 	 952 	 1.192606 	 0.453953
438 	 952 	 1.194576 	 0.460519
446 	 952 	 1.201159 	 0.462906
451 	 952 	 1.202333 	 0.464898
466 	 952 	 1.210545 	 0.468769
482 	 952 	 1.191385 	 0.476093
494 	 952 	 1.247022 	 0.482104
518 	 952 	 1.243735 	 0.491825
532 	 952 	 1.256092 	 0.495984
549 	 952 	 1.263297 	 0.503291
563 	 952 	 1.266573 	 0.509409
582 	 952 	 1.294814 	 0.515491
614 	 952 	 1.331354 	 0.528011
632 	 952 	 1.355713 	 0.538546
658 	 952 	 1.386486 	 0.545875
682 	 952 	 1.365162 	 0.555110
704 	 952 	 1.394511 	 0.565956
734 	 952 	 1.389257 	 0.578142
760 	 952 	 1.419774 	 0.588652
790 	 952 	 1.476976 	 0.601112
831 	 952 	 1.508062 	 0.623396
871 	 952 	 1.506949 	 0.628482
904 	 952 	 1.488158 	 0.642144
953 	 952 	 1.557460 	 0.662043
1006 	 952 	 1.606884 	 0.689024
1058 	 952 	 1.745011 	 0.724364
1122 	 952 	 1.755412 	 0.761758
1186 	 952 	 1.767060 	 0.796675
1284 	 952 	 1.841049 	 0.826506
1378 	 952 	 1.928276 	 0.886613
